127.0.0.1 - - [31/May/2020:01:54:03 +0100] "GET / HTTP/1.1" 404 962
127.0.0.1 - - [31/May/2020:01:54:05 +0100] "GET /BTS/index.jsp HTTP/1.1" 200 17432
127.0.0.1 - - [31/May/2020:01:54:05 +0100] "GET /BTS/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:54:05 +0100] "GET /BTS/css/publicPages.css HTTP/1.1" 200 3617
127.0.0.1 - - [31/May/2020:01:54:05 +0100] "GET /BTS/css/all.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:54:05 +0100] "GET /BTS/images/filieres/cpi1.jpg HTTP/1.1" 404 1018
127.0.0.1 - - [31/May/2020:01:54:05 +0100] "GET /BTS/images/filieres/se1.jpg HTTP/1.1" 404 1016
127.0.0.1 - - [31/May/2020:01:54:05 +0100] "GET /BTS/images/gallerie/ibnsina.jpg HTTP/1.1" 200 7689
127.0.0.1 - - [31/May/2020:01:54:05 +0100] "GET /BTS/images/filieres/mi2.jpg HTTP/1.1" 404 1016
127.0.0.1 - - [31/May/2020:01:54:05 +0100] "GET /BTS/images/filieres/pme-pmi2.jpg HTTP/1.1" 404 1026
127.0.0.1 - - [31/May/2020:01:54:05 +0100] "GET /BTS/js/jquery.min.js HTTP/1.1" 200 95962
127.0.0.1 - - [31/May/2020:01:54:05 +0100] "GET /BTS/js/popper.js HTTP/1.1" 200 21003
127.0.0.1 - - [31/May/2020:01:54:06 +0100] "GET /BTS/js/bootstrap.min.js HTTP/1.1" 200 58072
127.0.0.1 - - [31/May/2020:01:54:06 +0100] "GET /BTS/images/filieres/dsi1.jpg HTTP/1.1" 200 6126847
127.0.0.1 - - [31/May/2020:01:54:06 +0100] "GET /BTS/webfonts/fa-regular-400.eot? HTTP/1.1" 200 34390
127.0.0.1 - - [31/May/2020:01:54:07 +0100] "GET /BTS/webfonts/fa-solid-900.eot? HTTP/1.1" 200 194066
127.0.0.1 - - [31/May/2020:01:54:07 +0100] "GET /BTS/webfonts/fa-brands-400.eot? HTTP/1.1" 200 131930
127.0.0.1 - - [31/May/2020:01:54:19 +0100] "GET /BTS/index.jsp HTTP/1.1" 200 17432
127.0.0.1 - - [31/May/2020:01:54:19 +0100] "GET /BTS/css/publicPages.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:54:20 +0100] "GET /BTS/images/filieres/cpi1.jpg HTTP/1.1" 404 1018
127.0.0.1 - - [31/May/2020:01:54:20 +0100] "GET /BTS/images/filieres/se1.jpg HTTP/1.1" 404 1016
127.0.0.1 - - [31/May/2020:01:54:20 +0100] "GET /BTS/images/gallerie/ibnsina.jpg HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:54:20 +0100] "GET /BTS/images/filieres/mi2.jpg HTTP/1.1" 404 1016
127.0.0.1 - - [31/May/2020:01:54:20 +0100] "GET /BTS/images/filieres/pme-pmi2.jpg HTTP/1.1" 404 1026
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/index.jsp HTTP/1.1" 200 17432
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/css/publicPages.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/js/popper.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/css/all.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/images/filieres/cpi1.jpg HTTP/1.1" 404 1018
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/images/filieres/se1.jpg HTTP/1.1" 404 1016
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/images/filieres/mi2.jpg HTTP/1.1" 404 1016
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/images/filieres/pme-pmi2.jpg HTTP/1.1" 404 1026
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/images/gallerie/ibnsina.jpg HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:54:35 +0100] "GET /BTS/images/filieres/dsi1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:55:06 +0100] "POST /BTS/Authentification HTTP/1.1" 200 44
127.0.0.1 - - [31/May/2020:01:55:19 +0100] "POST /BTS/Authentification HTTP/1.1" 200 44
127.0.0.1 - - [31/May/2020:01:56:52 +0100] "POST /BTS/Authentification HTTP/1.1" 200 44
127.0.0.1 - - [31/May/2020:01:57:16 +0100] "POST /BTS/Authentification HTTP/1.1" 200 44
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/css/all.min.css HTTP/1.1" 200 57180
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/E.DirecteurEtudes/Etudiants HTTP/1.1" 200 144845
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/css/style.css HTTP/1.1" 200 222987
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/css/dataTables.bootstrap.css HTTP/1.1" 200 4940
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/css/jquery.dataTables.min.css HTTP/1.1" 200 13900
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/css/fontawesome.min.css HTTP/1.1" 200 55753
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/css/bootstap.min.css HTTP/1.1" 404 1010
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/Document/Download?file= HTTP/1.1" 500 -
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/css/jquery-ui.min.css HTTP/1.1" 200 19064
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/js/jquery-ui.min.js HTTP/1.1" 200 36675
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/js/jquery.dataTables.min.js HTTP/1.1" 200 84321
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/js/main.js HTTP/1.1" 200 348
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/js/dataTables.buttons.min.js HTTP/1.1" 200 20324
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/js/buttons.flash.min.js HTTP/1.1" 200 26264
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/js/jszip.min.js HTTP/1.1" 200 95826
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/js/pdfmake.min.js HTTP/1.1" 200 1170728
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/js/buttons.html5.min.js HTTP/1.1" 200 25071
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/js/vfs_fonts.js HTTP/1.1" 200 926228
127.0.0.1 - - [31/May/2020:01:58:16 +0100] "GET /BTS/js/buttons.print.min.js HTTP/1.1" 200 1959
127.0.0.1 - - [31/May/2020:01:58:18 +0100] "GET /BTS/images/sort_both.png HTTP/1.1" 404 1010
127.0.0.1 - - [31/May/2020:01:58:18 +0100] "GET /BTS/images/sort_asc.png HTTP/1.1" 404 1008
127.0.0.1 - - [31/May/2020:01:58:18 +0100] "GET /BTS/Etudiant/List HTTP/1.1" 200 12
127.0.0.1 - - [31/May/2020:01:58:31 +0100] "GET /BTS/E.DirecteurEtudes/Etudiants HTTP/1.1" 200 144845
127.0.0.1 - - [31/May/2020:01:58:31 +0100] "GET /BTS/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:58:31 +0100] "GET /BTS/css/bootstap.min.css HTTP/1.1" 404 1010
127.0.0.1 - - [31/May/2020:01:58:31 +0100] "GET /BTS/js/vfs_fonts.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:58:31 +0100] "GET /BTS/js/buttons.print.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:58:31 +0100] "GET /BTS/js/buttons.html5.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:01:58:31 +0100] "GET /BTS/Document/Download?file= HTTP/1.1" 500 -
127.0.0.1 - - [31/May/2020:01:58:32 +0100] "GET /BTS/images/sort_both.png HTTP/1.1" 404 1010
127.0.0.1 - - [31/May/2020:01:58:32 +0100] "GET /BTS/images/sort_asc.png HTTP/1.1" 404 1008
127.0.0.1 - - [31/May/2020:01:58:32 +0100] "GET /BTS/Etudiant/List HTTP/1.1" 200 12
127.0.0.1 - - [31/May/2020:01:58:58 +0100] "GET /BTS/OptionBac/List HTTP/1.1" 200 222
127.0.0.1 - - [31/May/2020:01:58:58 +0100] "GET /BTS/Mention/List HTTP/1.1" 200 149
127.0.0.1 - - [31/May/2020:01:58:58 +0100] "GET /BTS/Filiere/List HTTP/1.1" 200 528
127.0.0.1 - - [31/May/2020:02:00:46 +0100] "POST /BTS/Document/Upload HTTP/1.1" 200 45
127.0.0.1 - - [31/May/2020:02:02:29 +0100] "POST /BTS/Document/Upload HTTP/1.1" 200 43
127.0.0.1 - - [31/May/2020:02:02:52 +0100] "POST /BTS/Etudiant/Add HTTP/1.1" 200 59
127.0.0.1 - - [31/May/2020:02:02:52 +0100] "GET /BTS/Etudiant/List HTTP/1.1" 200 1257
127.0.0.1 - - [31/May/2020:02:02:53 +0100] "GET /BTS/Document/Download?file=c:\School\data\users\usersphotos\Chrysanthemum401590886846090.jpg HTTP/1.1" 200 879394
127.0.0.1 - - [31/May/2020:02:26:19 +0100] "GET /BTS/E.DirecteurEtudes/Etudiants HTTP/1.1" 200 144845
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/css/jquery-ui.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/css/jquery.dataTables.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/css/all.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/css/fontawesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/css/dataTables.bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/css/bootstap.min.css HTTP/1.1" 404 1010
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/jquery-ui.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/popper.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/dataTables.buttons.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/buttons.flash.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/dataTables.bootstrap.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/jszip.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/vfs_fonts.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/jquery.dataTables.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/pdfmake.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/buttons.html5.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/buttons.print.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/Document/Download?file= HTTP/1.1" 500 -
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/images/sort_both.png HTTP/1.1" 404 1010
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/images/sort_asc.png HTTP/1.1" 404 1008
127.0.0.1 - - [31/May/2020:02:26:21 +0100] "GET /BTS/Etudiant/List HTTP/1.1" 200 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/E.DirecteurEtudes/Etudiants HTTP/1.1" 200 144845
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/css/all.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/css/jquery-ui.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/css/dataTables.bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/css/bootstap.min.css HTTP/1.1" 404 1010
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/css/fontawesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/css/jquery.dataTables.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/jquery-ui.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/dataTables.bootstrap.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/dataTables.buttons.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/buttons.flash.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/buttons.html5.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/pdfmake.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/jszip.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/Document/Download?file= HTTP/1.1" 500 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/vfs_fonts.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/popper.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:56 +0100] "GET /BTS/js/jquery.dataTables.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:57 +0100] "GET /BTS/js/buttons.print.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:33:57 +0100] "GET /BTS/images/sort_both.png HTTP/1.1" 404 1010
127.0.0.1 - - [31/May/2020:02:33:57 +0100] "GET /BTS/images/sort_asc.png HTTP/1.1" 404 1008
127.0.0.1 - - [31/May/2020:02:33:57 +0100] "GET /BTS/Etudiant/List HTTP/1.1" 200 1746
127.0.0.1 - - [31/May/2020:02:33:57 +0100] "GET /BTS/Document/Download?file=c:\School\data\users\usersphotos\Chrysanthemum401590886846090.jpg HTTP/1.1" 200 879394
127.0.0.1 - - [31/May/2020:02:34:27 +0100] "GET /BTS/Etudiant/Details?id=1 HTTP/1.1" 200 1255
127.0.0.1 - - [31/May/2020:02:35:01 +0100] "GET /BTS/OptionBac/List HTTP/1.1" 200 222
127.0.0.1 - - [31/May/2020:02:35:01 +0100] "GET /BTS/Filiere/List HTTP/1.1" 200 528
127.0.0.1 - - [31/May/2020:02:35:01 +0100] "GET /BTS/Mention/List HTTP/1.1" 200 149
127.0.0.1 - - [31/May/2020:02:35:01 +0100] "GET /BTS/Etudiant/Details?id=1 HTTP/1.1" 200 1255
127.0.0.1 - - [31/May/2020:02:35:17 +0100] "GET /BTS/Filiere/List HTTP/1.1" 200 528
127.0.0.1 - - [31/May/2020:02:35:17 +0100] "GET /BTS/OptionBac/List HTTP/1.1" 200 222
127.0.0.1 - - [31/May/2020:02:35:17 +0100] "GET /BTS/Mention/List HTTP/1.1" 200 149
127.0.0.1 - - [31/May/2020:02:35:17 +0100] "GET /BTS/Etudiant/Details?id=1 HTTP/1.1" 200 1255
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/E.DirecteurEtudes/Etudiants HTTP/1.1" 200 144845
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/css/all.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/css/jquery-ui.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/css/dataTables.bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/js/jquery-ui.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/css/jquery.dataTables.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/css/fontawesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/css/bootstap.min.css HTTP/1.1" 404 1010
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/js/popper.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/js/jquery.dataTables.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/js/jszip.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/js/buttons.flash.min.js HTTP/1.1" 304 -
127.0.0.1 - - [31/May/2020:02:38:45 +0100] "GET /BTS/js/pdfmake.min.js HTTP/1.1" 304 -
