127.0.0.1 - - [26/May/2020:18:02:59 +0100] "GET / HTTP/1.1" 404 962
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/E.DirecteurEtudes/Etudiants.jsp HTTP/1.1" 200 93321
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/css/all.min.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/css/dataTables.bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/css/jquery.dataTables.min.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/css/fontawesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/css/jquery-ui.min.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/css/bootstap.min.css HTTP/1.1" 404 1010
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/js/jquery-ui.min.js HTTP/1.1" 200 36675
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/js/popper.js HTTP/1.1" 200 21003
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/js/jquery.dataTables.min.js HTTP/1.1" 200 84321
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/js/bootstrap.min.js HTTP/1.1" 200 58072
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/js/main.js HTTP/1.1" 200 348
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/webfonts/fa-regular-400.eot? HTTP/1.1" 200 34390
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/webfonts/fa-brands-400.eot? HTTP/1.1" 200 131930
127.0.0.1 - - [26/May/2020:18:03:00 +0100] "GET /BTS/webfonts/fa-solid-900.eot? HTTP/1.1" 200 194066
127.0.0.1 - - [26/May/2020:18:03:13 +0100] "GET /BTS/images/sort_both.png HTTP/1.1" 404 1010
127.0.0.1 - - [26/May/2020:18:03:13 +0100] "GET /BTS/images/sort_asc.png HTTP/1.1" 404 1008
127.0.0.1 - - [26/May/2020:18:03:14 +0100] "GET /BTS/Etudiant/List HTTP/1.1" 200 12
127.0.0.1 - - [26/May/2020:18:03:26 +0100] "GET /BTS/E.DirecteurEtudes/Etudiants.jsp HTTP/1.1" 200 93321
127.0.0.1 - - [26/May/2020:18:03:26 +0100] "GET /BTS/css/all.min.css HTTP/1.1" 200 32768
127.0.0.1 - - [26/May/2020:18:03:26 +0100] "GET /BTS/css/bootstap.min.css HTTP/1.1" 404 1010
127.0.0.1 - - [26/May/2020:18:03:26 +0100] "GET /BTS/webfonts/fa-regular-400.woff2 HTTP/1.1" 200 13568
127.0.0.1 - - [26/May/2020:18:03:26 +0100] "GET /BTS/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 76100
127.0.0.1 - - [26/May/2020:18:03:27 +0100] "GET /favicon.ico HTTP/1.1" 404 984
127.0.0.1 - - [26/May/2020:18:03:27 +0100] "GET /BTS/images/sort_both.png HTTP/1.1" 404 1010
127.0.0.1 - - [26/May/2020:18:03:27 +0100] "GET /BTS/images/sort_asc.png HTTP/1.1" 404 1008
127.0.0.1 - - [26/May/2020:18:03:27 +0100] "GET /BTS/Etudiant/List HTTP/1.1" 200 12
127.0.0.1 - - [26/May/2020:18:03:32 +0100] "GET /BTS/Mention/List HTTP/1.1" 200 149
127.0.0.1 - - [26/May/2020:18:03:32 +0100] "GET /BTS/OptionBac/List HTTP/1.1" 200 222
127.0.0.1 - - [26/May/2020:18:03:32 +0100] "GET /BTS/Filiere/List HTTP/1.1" 200 528
127.0.0.1 - - [26/May/2020:18:04:14 +0100] "POST /BTS/Document/Upload HTTP/1.1" 200 41
127.0.0.1 - - [26/May/2020:18:05:29 +0100] "POST /BTS/Document/Upload HTTP/1.1" 200 42
127.0.0.1 - - [26/May/2020:18:06:37 +0100] "POST /BTS/Etudiant/Add HTTP/1.1" 200 55
127.0.0.1 - - [26/May/2020:18:06:37 +0100] "GET /BTS/Etudiant/List HTTP/1.1" 200 1238
127.0.0.1 - - [26/May/2020:18:06:37 +0100] "GET /BTS/Document/Download?file=c:\School\data\users\usersphotos\Penguins6951590512654053.jpg HTTP/1.1" 200 777835
127.0.0.1 - - [26/May/2020:18:09:42 +0100] "GET /BTS/Etudiant/Details?id=1 HTTP/1.1" 200 1236
127.0.0.1 - - [26/May/2020:18:09:52 +0100] "GET /BTS/Etudiant/Details?id=1 HTTP/1.1" 200 1236
127.0.0.1 - - [26/May/2020:18:10:00 +0100] "GET /BTS/Mention/List HTTP/1.1" 200 149
127.0.0.1 - - [26/May/2020:18:10:00 +0100] "GET /BTS/OptionBac/List HTTP/1.1" 200 222
127.0.0.1 - - [26/May/2020:18:10:00 +0100] "GET /BTS/Filiere/List HTTP/1.1" 200 528
127.0.0.1 - - [26/May/2020:18:10:22 +0100] "GET /BTS/Filiere/List HTTP/1.1" 200 528
127.0.0.1 - - [26/May/2020:18:10:22 +0100] "GET /BTS/Mention/List HTTP/1.1" 200 149
127.0.0.1 - - [26/May/2020:18:10:22 +0100] "GET /BTS/OptionBac/List HTTP/1.1" 200 222
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/E.DirecteurEtudes/Etudiants.jsp HTTP/1.1" 200 93321
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/css/all.min.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/css/dataTables.bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/js/jquery-ui.min.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/js/popper.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/css/jquery-ui.min.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/css/jquery.dataTables.min.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/js/jquery.dataTables.min.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/css/bootstap.min.css HTTP/1.1" 404 1010
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/js/dataTables.bootstrap.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:17 +0100] "GET /BTS/css/fontawesome.min.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2020:18:30:18 +0100] "GET /BTS/images/sort_both.png HTTP/1.1" 404 1010
127.0.0.1 - - [26/May/2020:18:30:18 +0100] "GET /BTS/images/sort_asc.png HTTP/1.1" 404 1008
127.0.0.1 - - [26/May/2020:18:30:18 +0100] "GET /BTS/Etudiant/List HTTP/1.1" 200 12
127.0.0.1 - - [26/May/2020:18:30:19 +0100] "GET /BTS/Filiere/List HTTP/1.1" 200 528
127.0.0.1 - - [26/May/2020:18:30:19 +0100] "GET /BTS/OptionBac/List HTTP/1.1" 200 222
