127.0.0.1 - - [17/May/2020:13:15:18 +0000] "GET / HTTP/1.1" 404 962
127.0.0.1 - - [17/May/2020:13:15:19 +0000] "GET /BTS/E.DirecteurEtudes/Etudiants.jsp HTTP/1.1" 200 71117
127.0.0.1 - - [17/May/2020:13:15:19 +0000] "GET /BTS/css/all.min.css HTTP/1.1" 200 57180
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/css/dataTables.bootstrap.css HTTP/1.1" 200 4940
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/css/jquery.dataTables.min.css HTTP/1.1" 200 13900
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/css/style.css HTTP/1.1" 200 222987
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/css/fontawesome.min.css HTTP/1.1" 200 55753
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/css/jquery-ui.min.css HTTP/1.1" 200 19064
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/css/bootstap.min.css HTTP/1.1" 404 1010
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/js/jquery.min.js HTTP/1.1" 200 95962
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/js/jquery-ui.min.js HTTP/1.1" 200 36675
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/js/popper.js HTTP/1.1" 200 21003
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/js/jquery.dataTables.min.js HTTP/1.1" 200 84321
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/js/bootstrap.min.js HTTP/1.1" 200 58072
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/js/main.js HTTP/1.1" 200 348
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/webfonts/fa-regular-400.eot? HTTP/1.1" 200 34390
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/webfonts/fa-solid-900.eot? HTTP/1.1" 200 194066
127.0.0.1 - - [17/May/2020:13:15:20 +0000] "GET /BTS/webfonts/fa-brands-400.eot? HTTP/1.1" 200 131930
127.0.0.1 - - [17/May/2020:13:15:25 +0000] "GET /BTS/images/sort_both.png HTTP/1.1" 404 1010
127.0.0.1 - - [17/May/2020:13:15:25 +0000] "GET /BTS/images/sort_asc.png HTTP/1.1" 404 1008
127.0.0.1 - - [17/May/2020:13:15:25 +0000] "GET /BTS/Etudiant/List HTTP/1.1" 200 12
127.0.0.1 - - [17/May/2020:13:16:03 +0000] "GET /BTS/E.DirecteurEtudes/Etudiants.jsp HTTP/1.1" 200 71117
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/css/bootstap.min.css HTTP/1.1" 404 1010
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/css/jquery-ui.min.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/js/jquery-ui.min.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/js/popper.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 76100
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/webfonts/fa-regular-400.woff2 HTTP/1.1" 200 13568
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/images/sort_both.png HTTP/1.1" 404 1010
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/images/sort_asc.png HTTP/1.1" 404 1008
127.0.0.1 - - [17/May/2020:13:16:04 +0000] "GET /BTS/Etudiant/List HTTP/1.1" 200 12
127.0.0.1 - - [17/May/2020:13:16:07 +0000] "GET /BTS/OptionBac/List HTTP/1.1" 200 56
127.0.0.1 - - [17/May/2020:13:16:07 +0000] "GET /BTS/Mention/List HTTP/1.1" 200 95
127.0.0.1 - - [17/May/2020:13:16:07 +0000] "GET /BTS/Filiere/List HTTP/1.1" 200 528
127.0.0.1 - - [17/May/2020:13:17:00 +0000] "POST /BTS/Document/Upload HTTP/1.1" 200 37
127.0.0.1 - - [17/May/2020:13:17:35 +0000] "POST /BTS/Document/Upload HTTP/1.1" 200 36
127.0.0.1 - - [17/May/2020:13:17:57 +0000] "POST /BTS/Etudiant/Add HTTP/1.1" 500 1688
127.0.0.1 - - [17/May/2020:13:17:57 +0000] "GET /BTS/Etudiant/List HTTP/1.1" 200 12
127.0.0.1 - - [17/May/2020:13:18:24 +0000] "GET /BTS/Filiere/List HTTP/1.1" 200 528
127.0.0.1 - - [17/May/2020:13:18:24 +0000] "GET /BTS/OptionBac/List HTTP/1.1" 200 56
127.0.0.1 - - [17/May/2020:13:18:24 +0000] "GET /BTS/Mention/List HTTP/1.1" 200 95
127.0.0.1 - - [17/May/2020:13:18:41 +0000] "POST /BTS/Document/Upload HTTP/1.1" 200 36
127.0.0.1 - - [17/May/2020:13:18:59 +0000] "POST /BTS/Etudiant/Add HTTP/1.1" 200 14
127.0.0.1 - - [17/May/2020:13:18:59 +0000] "GET /BTS/Etudiant/List HTTP/1.1" 200 12
127.0.0.1 - - [17/May/2020:13:25:09 +0000] "GET /BTS/Filiere/List HTTP/1.1" 200 528
127.0.0.1 - - [17/May/2020:13:25:09 +0000] "GET /BTS/OptionBac/List HTTP/1.1" 200 56
127.0.0.1 - - [17/May/2020:13:25:10 +0000] "GET /BTS/Mention/List HTTP/1.1" 200 95
127.0.0.1 - - [17/May/2020:13:25:37 +0000] "POST /BTS/Document/Upload HTTP/1.1" 200 41
127.0.0.1 - - [17/May/2020:13:25:51 +0000] "POST /BTS/Etudiant/Add HTTP/1.1" 200 14
127.0.0.1 - - [17/May/2020:13:25:51 +0000] "GET /BTS/Etudiant/List HTTP/1.1" 200 12
127.0.0.1 - - [17/May/2020:13:44:03 +0000] "GET /BTS/Filiere/List HTTP/1.1" 200 528
127.0.0.1 - - [17/May/2020:13:44:03 +0000] "GET /BTS/OptionBac/List HTTP/1.1" 200 56
127.0.0.1 - - [17/May/2020:13:44:03 +0000] "GET /BTS/Mention/List HTTP/1.1" 200 95
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/E.DirecteurEtudes/Etudiants.jsp HTTP/1.1" 200 79140
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/css/dataTables.bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/js/dataTables.bootstrap.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/js/jquery.dataTables.min.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/css/all.min.css HTTP/1.1" 200 57180
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/js/jquery-ui.min.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/css/jquery.dataTables.min.css HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/js/popper.js HTTP/1.1" 304 -
127.0.0.1 - - [17/May/2020:13:51:31 +0000] "GET /BTS/css/bootstap.min.css HTTP/1.1" 404 1010
