what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1587136512831
arch,sysinfo,,,"x86",1587136512831
ws,sysinfo,,,"win32",1587136512831
locale,sysinfo,,,"fr_FR",1587136512831
processors,sysinfo,,,"4",1587136512831
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1587136512831
java.runtime.version,sysinfo,,,"1.8.0-b132",1587136512831
java.specification.name,sysinfo,,,"Java Platform API Specification",1587136512831
java.specification.vendor,sysinfo,,,"Oracle Corporation",1587136512831
java.specification.version,sysinfo,,,"1.8",1587136512831
java.vendor,sysinfo,,,"Oracle Corporation",1587136512831
java.version,sysinfo,,,"1.8.0",1587136512831
java.vm.info,sysinfo,,,"mixed mode",1587136512831
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1587136512831
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1587136512831
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1587136512831
java.vm.specification.version,sysinfo,,,"1.8",1587136512831
java.vm.vendor,sysinfo,,,"Oracle Corporation",1587136512831
java.vm.version,sysinfo,,,"25.0-b70",1587136512831
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1587136514297
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1587136514749
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1587136515748
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1587136516060
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1587136516200
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1587136516263
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1587136517152
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1587136517261
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1587136517402
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1587136517573
