what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1588310952073
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1588310952073
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1588310952073
os,sysinfo,,,"win32",1588310952083
arch,sysinfo,,,"x86",1588310952083
ws,sysinfo,,,"win32",1588310952083
locale,sysinfo,,,"fr_FR",1588310952083
processors,sysinfo,,,"4",1588310952083
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1588310952083
java.runtime.version,sysinfo,,,"1.8.0-b132",1588310952083
java.specification.name,sysinfo,,,"Java Platform API Specification",1588310952083
java.specification.vendor,sysinfo,,,"Oracle Corporation",1588310952083
java.specification.version,sysinfo,,,"1.8",1588310952083
java.vendor,sysinfo,,,"Oracle Corporation",1588310952083
java.version,sysinfo,,,"1.8.0",1588310952083
java.vm.info,sysinfo,,,"mixed mode",1588310952083
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1588310952083
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1588310952083
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1588310952083
java.vm.specification.version,sysinfo,,,"1.8",1588310952083
java.vm.vendor,sysinfo,,,"Oracle Corporation",1588310952083
java.vm.version,sysinfo,,,"25.0-b70",1588310952083
opened,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1588311140255
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1588311140286
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.run",1588311143016
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1588311143391
