what,kind,bundleId,bundleVersion,description,time
activated,editor,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec.editors.EntityRelationshipDiagramEditor",1578195953245
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578195994231
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578195995729
activated,editor,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec.editors.ClassDiagramEditor",1578195995791
closed,editor,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec.editors.EntityRelationshipDiagramEditor",1578195995791
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196002624
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196004200
activated,view,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec.views.ModelTreeView",1578196004231
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196004340
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196006571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196016557
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196017976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196028558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196030009
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196037823
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196039337
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196059945
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196061474
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196069713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196071008
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196080145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196081534
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196091440
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196092828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196118306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196119819
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196136788
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196138301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196177976
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1578196179817
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1578196189339
opened,view,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec.views.ClassRepositoryTreeView",1578196191538
