what,kind,bundleId,bundleVersion,description,time
activated,editor,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec.editors.ClassDiagramEditor",1576946746500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576946802153
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576946818080
activated,view,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec.views.ClassRepositoryTreeView",1576946818080
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576946828813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576946830529
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576946959584
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576946964841
activated,editor,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec.editors.ClassDiagramEditor",1576946964857
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576946979092
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576947068575
activated,view,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec.views.MessagePaneView",1576947068591
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576947068606
opened,editor,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec.editors.EntityRelationshipDiagramEditor",1576947070357
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576947070373
activated,editor,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec.editors.EntityRelationshipDiagramEditor",1576947070373
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576947080607
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576947301815
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576947301955
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576947306479
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576947420453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576947420500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576947420500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1576947420516
