what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1575727878202
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1575727878202
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1575727878202
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1575727878202
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1575727878202
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1575727878202
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1575727878202
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1575727878202
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1575727878202
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1575727878202
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1575727878202
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1575727878202
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1575727878202
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1575727878202
os,sysinfo,,,"win32",1575727878202
arch,sysinfo,,,"x86",1575727878202
ws,sysinfo,,,"win32",1575727878202
locale,sysinfo,,,"fr_FR",1575727878202
processors,sysinfo,,,"4",1575727878202
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1575727878202
java.runtime.version,sysinfo,,,"1.8.0-b132",1575727878202
java.specification.name,sysinfo,,,"Java Platform API Specification",1575727878202
java.specification.vendor,sysinfo,,,"Oracle Corporation",1575727878202
java.specification.version,sysinfo,,,"1.8",1575727878202
java.vendor,sysinfo,,,"Oracle Corporation",1575727878202
java.version,sysinfo,,,"1.8.0",1575727878202
java.vm.info,sysinfo,,,"mixed mode",1575727878202
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1575727878202
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1575727878202
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1575727878202
java.vm.specification.version,sysinfo,,,"1.8",1575727878202
java.vm.vendor,sysinfo,,,"Oracle Corporation",1575727878202
java.vm.version,sysinfo,,,"25.0-b70",1575727878202
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1575727879809
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1575727880230
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1575727880729
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1575727881228
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1575727881291
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1575727881306
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1575727882008
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1575727882024
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1575727882039
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1575727882180
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1575727887041
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1575727887041
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1575727887291
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1575727887509
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1575727888040
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575728026178
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575728032122
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575728374623
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575728415090
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575728490988
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575728879262
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575728993051
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1575729311452
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575729311561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575729319704
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575729319845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575729320625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1575729688895
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575729688926
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575729691422
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575730004417
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575730355401
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575730881350
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1575730941003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575730941034
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575730942735
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575730942766
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575730943686
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575731182749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575731688414
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575731699365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575731699521
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575731700878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1575731706089
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1575731779472
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575731779504
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575731781142
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575731781204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575731783107
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1575731891397
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575731891428
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575731892925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575731952119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575732225154
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575732285511
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575732383930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575732395969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575732400899
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575732431854
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575732605846
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575732646921
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575733182129
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1575733324871
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575733324902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575733328537
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575733328568
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575733331688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575733612827
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575733613015
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575733615323
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575733642348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575733747914
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1575733970587
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1575734230012
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734230043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734232289
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734232336
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734233600
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1575734352669
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734352700
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734354978
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734355009
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734355883
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575734358379
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1575734374057
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734374104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734375352
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734375398
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1575734376272
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575734429023
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575734527585
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575735128015
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575735195925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575735600933
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1575735696951
