what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473537188
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473549090
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473618079
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586473642852
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473646749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473667490
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473679223
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473831474
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1586473839322
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586473843086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586473856174
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473857999
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473879424
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473880800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473899135
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586473903209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473904642
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473943090
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1586473951956
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586473953480
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473955531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473971888
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473974876
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473990974
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586473996476
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586473997776
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474075645
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474135465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474186500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1586474200463
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1586474208280
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586474210026
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474211805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474243131
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474267893
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474326537
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1586474392261
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1586474395754
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1586474401029
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1586474403639
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1586474418475
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1586474421365
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586474424852
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474434047
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474527961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586474580569
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474582021
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474596106
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474627074
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474660062
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1586474669174
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1586474669971
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1586474670831
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1586474671684
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1586474672724
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1586474673631
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586474675788
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586474696212
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586474710915
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586474753378
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586474757728
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474761592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586474811444
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1586474872548
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1586474896198
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1586474916254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1586474920267
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1586474936045
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1586474945752
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586474952314
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1586474972894
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1586474976787
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1586475021805
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1586475036521
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586475039397
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1586475090773
